0.568 liter, pint
abreagiert, abreacted
abrechnen, account for
abrechnend, deducting
abrechnen, deduct
abrechnen, render account
abrechnung, account
abrechnung, accounting
abrechnung, bill of cost
abrechnung, clearing
abrechnungsbankier, clearing banker
abrechnungscomputer, accounting computer
abrechnungsdatei, accounting file
abrechnung, settlement
abrechnungsmaschine, accounting machine
abrechnungsperiode, account period
abrechnungsposten, clearing item
abrechnungsprotokolldatei, accounting log file
abrechnungsroutine, accounting routine
abrechnungssaldo, clearing balance
abrechnungsstelle, clearing house
abrechnungssystem, clearing system
abrechnungstag, account day
abrechnungstag, settlement day
abrechnungstag, settling day
abrechnungszeitraum, accounting period
abrechnungszeitraum, fiscal period
abrede, understanding
abreiben, abrade
abreiben, abrasiveness
abreibend, abrading
abreibung, abrasion
abreibung, attrition
abreise, departure
abreisend, departing
abreisen, depart
abreisen nach, leave for
abreisen, start
abreisetag, date of departure
abreisetermin, date of departure
abreißend, tearing off
abreißen, pull off
abreißen, snap out
abreißzettel, stub
abrichten, drill
abrichter, trainer
abrieb, attrition
abriegelnd, bolting
abriss, abstract
abrißkante, tear-off edge
abrißkante, tearoff edge
abrißkarte, scored card
abriss, outline of a book
abriss, precis
abriß, precis
abriss, scheme
abriß, scheme
abriß, stub
abrollend, unrolling
abrollen, scrolling
abrollen, unroll
abroller, dispenser
abrückend, moving away
abrücken, move away
abrufbar, callable
abruf, call
abrufen, demand
abrufen, fetch
abruf, fetch
abruftaste, attention key
abrufzyklus, fetch cycle
abrunden, round down
abrunden, round off
abrunden, round up
abrundung, rounding
abrundungsfehler, rounding error
abruptere, more abrupt
abrupteste, most abrupt
abrüstend, disarming
abrüsten, decentering
abrüsten, disarm
abrüsten, tear down
abrüsten, to tear down
abrüstung, disarmament
abrüstungskonferenz, disarmament conference
abrüstzeit, clearing time
abrüstzeit, clearing ttime
abrüstzeit, tear-down time
abrüstzeit, tearing-down time
abrutschend, slipping off
abrutschen, slip off
absacken, sunk
absage, back announcement
absagebrief, letter of refusal
absage, cancellation
absage, defy
absage erteilen, defy
absage, letter of refusal
absagen, call off
absagen, denials
absagend, reneging
absägend, sawing off
absägen, saw off
absahnend, skimming
absahnen, get on the gravy train
absahnen, skim
absattelnd, unsaddling
absatteln, unsaddle
absatzabsprache, marketing agreement
absatzanalytiker, marketing analyst
absatzberater, marketing consultant
absatz, break
absatzchancen, sales opportunities
absätze, heels
absatzfähig, marketable
absatzfinanzierung, factoring
absatzförderung, merchandising
absatzförderung, sales promotion
absatzgebiet, distribution area
absatzgebiete, markets
absatzgebiet, marker
absatzgebiet, market
absatzgebiet, marketing area
absatzgebiet, open up
absatzgebiet, outlet
absatzgebiet, sales area
absatzgebiet, trading area
absatz, heel
absatzkanal, trade channel
absatzkontingent, market quota
absatzkontrolle, sales control
absatzkrisen, sales crises
absatzkrise, sales crisis
absatzlage, sales situation
absatzlehre, marketing
absatzmagnet, anchor tenant
absatzmarkt, market
absatzmenge, quantity of sales
absatzmethode, marketing approach
absatzmöglichkeiten, marketing opportunities
absatzmöglichkeit, sales potential
absatzorganisation, marketing machinery
absatzorientiert, marketing oriented
absatz, outlet
absatz, paragraph
absatz, passage
absatzplanung, sales planning
absatzpolitik, marketing policy
absatzpotential, market potential
absatz, sales
absatzschwierigkeiten, marketing difficulties
absatzschwierigkeiten, sales difficulties
absatzstockung, stagnation of the market
absatz, terrace
absatzverhältnisse, selling conditions
absatzweg, distribution channel
absatzwege, channels of distribution
absatzwege, marketing channels
absatzwege, sales channels
absatzwege, trade channels
absatzweg, trade channel
absatzwesen, marketing
absatzwirtschaft, distributive trade
absatzzahlen, sales figures
absatzzentrum, distribution centre
absaugend, sucking off
absaugen, exhaust
absaugtrichter, suctioning funnel
abschaffbar, abolishable
abschaffen, abolish
abschaffend, abolishing
abschaffen, disestablish
abschaffung, abolishment
abschaffung, abolition
abschaffung der sklaverei, abolition of slave work
abschaffung des sklavenhandels, abolition of slave trade
abschaffungen, abolitionisms
abschaltautomatik, automatic switchoff
abschalten, deactivate
abschalten, disable
abschaltend, switching off
abschalten, log-off
abschalten, switch off
abschalten, turn off
abschaltenþ, switch off
abschaltung, abandonment of service
abschaltverzögerung, turn-off delay
abschaltzeit, disconnecting time
abschätzbar, appreciable
abschätzbar, asessable
abschätzbar, assessable
abschätzen, appreciate
abschätzen, assess
abschätzend, estimating
abschätzend, taxing
abschätzen, estimate
abschätzen, rate sth
abschätzig, disparaging
abschätzung, appraisal
abschätzung, estimation
abschaum, dregs
abschäumend, scumming
abschäumen, scum
abschaum, scum
abschaum, skimmings
abscheu, abhorrence
abscheu, disgust
abscheuend, shying
abscheu erregend, revulsive
abscheulich, abhorrent
abscheulich, detestable
abscheuliche, abominable
abscheulichere, more horrible
abscheulich, flagrant
abscheulichkeit, abomination
abscheulichkeiten, hideousnesses
abscheulichkeit, flagrancy
abscheulichkeit, hideousness
abscheulich, repugnant
abscheulichste, most horrible
abscheu, repugnance
abscheu, revulsion
abschickend, mailing
abschicken, sent
abschiebend, deporting
abschieben, deport
abschieben, shift off
abschiede, valedictions
abschied, leave
abschiednehmend, valedictory
abschied nehmen, take leave
abschiednehmen, valediction
abschiedsbesuch, parting visit
abschiedsbrief, farewell letter
abschiedsfeier, farewell party
abschiedsfeiern, farewell parties
abschiedsgesuch, resignation
abschiedskuss, parting kiss
abschiedsrede, farewell speech
abschiedsreden, farewell speeches
abschiedsredner, valedictorian
abschiedsschmerz, wrench
abschiedsstunde, parting hour
abschiedstrunk, parting drink
abschiedsworte, parting words
abschießen, bring down
abschirmen, shield
abschirmung, screening
abschlachtend, slaughtering
abschlachten, slaughter
abschlag, anticipated payment
abschlag, disagio
abschlag, discount
abschlagen, beat back
abschlagend, knocking off
abschlagen, knock off
abschlagen, refuse
abschlägige antwort, negative answer
abschlagsdividende, interim dividend
abschlagszahlung, part payment
abschlagszahlung, paymant on account
abschlagszahlung, payment on account
abschlagzahlung, installment
abschleifen, abrade
abschleifend, polishing
abschleppdienste, wrecking services
abschleppdienst, wrecking service
abschleppend, towing off
abschleppen, haul off
abschleppen, tow
abschleppen, towing
abschleppseile, tow ropes
abschleppseil, towline
abschleppseil, tow rope
abschleppwagen, breakdown lorry
abschleppwagen, tow-car
abschließen, balance
abschließen, barrier in
abschließen, close
abschließen, close an account
abschließen, complete
abschließen, conclude
abschließend, completing
abschließend, concluding
abschließende meinung, ultimate opinion
abschließender satz, closing paragraph
abschließend mit, flush with
abschließen, finish
abschließen, lock
abschließen, place
abschließen, seclude
abschließen, shutoff
abschließen, terminate
abschließen, transact
abschluss, acquisition
abschluß, acquisition
abschluss, balancing
abschluß, balancing
abschlussbuchungen, annual closing entries
abschluss, closure
abschluss, completion
abschluß, completion
abschluss, deal
abschluß, deal
abschluß, ending
abschlüsse, terminations
abschluss, finish
abschlussgebühr, acquisition fee
abschlusskonten, final accounts
abschlußkonten, final accounts
abschlusskosten, acquisition cost
abschlusskosten, acquisition costs
abschlußkosten, acquisition costs
abschlußort, place of signature
abschlussprogramm, terminator
abschlussprovision, acquisition commission
abschlußprovision, acquisition commission
abschlussprüfer, annual auditor
abschlußprüfung, degree examination
abschlussprüfungen, final examinations
abschlussprüfung, final
abschlußprüfung, final
abschlußprüfung, final exam
abschlussprüfung, final examination
abschlußprüfung, final examination
abschlußprüfung, leaving examination
abschlusstag, balance date
abschlußtag, balance date
abschluß, transaction
abschlussvermittlung, acquisition agent
abschlußvermittlung, acquisition agent
abschlußzeugnis, leaving certificate
abschlusszyklus, termination cycle
abschmatzen, slobbation
abschmelzdauer, fusing time
abschmelzen, fuze
abschmierend, greasing
abschmieren, grease
abschmiernippel, grease nippel
abschminkend, removing the make up
abschminken, remove the make up
abschminkwatte, make up remover pad
abschnallend, unstrapping
abschnallen, unstrap
abschneiden, clipping
abschneidend, cutting
abschneiden, truncation
abschnitt, article
abschnitt, counterfoil
abschnitt, coupon
abschnitte, sections
abschnitte, stages
abschnitt, paragraph
abschnittsbefestigung, fortification of a sector
abschnittsburg, multiple fortification
abschnitt, section
abschnitt, sector
abschnitt, segment
abschnittsgraben, ditch of a sector
abschnittsmauer, wall protecting one section of an area
abschnittswall, rampart of a sector
abschnittweise, bulk
abschnittweise datenverarbeitung, batch bulk processing
abschnürend, strangulating
abschnüren, strangulate
abschnürung, pinch-off
abschöpfend, skimming
abschöpfen, skim
abschöpfung der kaufkraft, absorption of buying power
abschottung, bulkheading
abschrägen, bevel
abschrägen, chamfering
abschrägend, beveling
abschraubend, screwing off
abschrauben, screw off
abschreckend, deterrent
abschrecken, deter
abschreckend hoher zoll, prohibitive tariff
abschreckend, recoiling
abschreckend, scaring
abschrecken, scare
abschreckung, determent
abschreckung, deterrence
abschreckungen, determents
abschreckungsmittel, deterrant
abschreckungsmittel, deterrent
abschreckwirkung, chilling effect
abschreiben, charge off
abschreiben, copy
abschreibend, copying
abschreiben, depreciate
abschreiben, transcribe
abschreiben, write off
abschreibepolice, declaration policy
abschreibepolice, floating policy
abschreiber, copyist
abschreibung, depreciation
abschreibungen, write offs
abschreibungsart, amortization type
abschreibungsbetrag, amortization amount
abschreibungsbetrag, amount of depreciation
abschreibungsbuchung, amortization posting
abschreibungsdauer, amortization period
abschreibungsfeld, amortization field
abschreibungsformel, depreciation formula
abschreibungskonto, depreciation account
abschreibungskorrektur, amortization adjustment
abschreibungskosten, amortization costs
abschreibungsliste, amortization list
abschreibungsmethode, amortization method
abschreibungsmethode, method of depreciation
abschreibungsmode, amortization mode
abschreibungsparameter, amortization parameter
abschreibungsperiode, amortization period
abschreibungsprognose, amortization forecast
abschreibungsrate, amortization rate
abschreibungsrechnung, amortization calculation
abschreibungsregel, amortization rule
abschreibungssatz, amortization record
abschreibungssatz, depreciation rate
abschreibungssatz, rate of depreciation
abschreibungsschlüssel, amortization code
abschreibungsstornierung, amortization cancellation
abschreibungsüberwachung, amortization control
abschreibungswert, amortization value
abschreibung, write off
abschreibung, write-off
abschreitend, pacing off
abschreiten, pace off
abschrift, copy
abschriften, transcriptions
abschrifti, transcription
abschriftlich, transcriptive
abschuftend, slaving
abschürfen, abrasive
abschüsse, firings
abschuss, firing
abschüssige, precipitously
abschüssig, precipitous
abschussrampen, launching platforms
abschüttelnd, shaking off
abschütteln, shake off
abschwächen, attenuate
abschwächend, extenuating
abschwächer, reducer
abschwächung, attenuation
abschwächung der geldsätze, easing in money rates
abschwächung, easing
abschwächung, weaker tendency
abschweifend, digressing
abschweifend, discursive
abschweifende, digressively
abschweifendes denken, discursiveness
abschweifen, digress
abschweifung, digression
abschweifungen, digressions
abschwellend, decongestant
abschwemmen, wash away
abschwenkend, deviating
abschwirren, zoom off
abschwören, abjure
abschwörend, abjuring
abschwören, forswear
abschwörte, abjure
abschwung, downswing
abschwung, downturn
absegelnd, sailing
absehbar, conceivable
absehend, foreseeing
absehen, foresee
abseifend, soaping
abseifen, soap
abseilend, roping
abseilen, rope down
abseits, apart
abseits, aside
abseitsstellungen, offsides
abseits vom wege, out of the way
absenden, dispatch
absenden, send off
absender, consignor
absender, despatcher
absender, forwarders
absenderkennung, source identifier
absender, sender
absenker, pendant post
absentismus, absenteeism
absetzbar, deposable
absetzbare ware, marketable goods
absetzend, discharging
absetzen, degradeher
absetzen, depose
absetzende stufe, receding steps
absetzsäge, bead saw
absetzung, deduction
absetzungen, degradations
absichernd, providing security for
absichern, ensure
absichern gegen, safeguard against
absichern gegen, to safeguard against
absichern, hedge
absichern, provide security for
absichern, safeguard
absicherung, safeguarding
absicht durchkreuzen, foil
absichten, intentions
absicht, intent
absicht, intention
absichtlich, deliberate
absichtliche, deliberately
absichtliche vernachlässigung, wilful neglect
absichtliche verschwendung, wilful waste
absichtlich falsche darstellung, intentional misrepresenting
absichtlich, intentional
absichtlichkeit, intentionality
absichtlich, on purpose
absichtlich, purposely
absichtlich, studied
absichtlich, wilful
absicht, purpose
absichtserklärung, declaration of intent
absichtserklärung, letter of intent
absichtslos, undesigned
absidiole, absidiole
absinken, sag
absinken, subsidence
absitzend, dismounting
absitzen, dismount
absolut, absolute
absolutadressbereich, absolute address area
absolutaktenzeichen, absolute file reference
absolutauswahl, absolute selction
absolutbetrag, absolute value
absolutdatei, absolute file
absolute, absoluteness
absolute häufigkeit, absolute frequency
absolute konvergenz, absolute convergence
absolute kostenvorteile, absolute economics
absolute programmierung, absolute programming
absoluter ausdruck, absolute expression
absoluter befehl, absolute instruction
absoluter betrag, absolute value
absoluter fehlbetrag, absolute error
absoluter fehler, absolute error
absoluter höchststand, all-time peak
absoluter kostenvorteil, absolute advantage
absoluter wert, absolute value
absolutes monopol, absolute monopoly
absolutes monopol, pure monopoly
absolutes recht, absolute right
absolutes vorrecht, absolute privilege
